Wavelength_nm,Transmittance,Simulated_Transmittance,Interference_Free_T,n,k,e1,e2,tan_delta,Skin_Depth_nm,Sigma_S_per_cm,Optical_Density,Energy_eV,Alpha_cm-1,Alpha_E,(AlphaE)^2,(AlphaE)^0.5,dAlpha_dE,ln_Alpha
200.0,0.7333191505049346,,,,,,,,161.19970301766386,111072978192002.31,0.31017426871140774,6.2,31017.42687114078,192308.04660107283,36982384787.5204,438.5294136099343,31214.9743422076,10.342304482649729
201.0,0.740471616614667,,,,,,,,166.40708490661262,107597168160757.38,0.30046797603635633,6.169154228855722,30046.797603635638,185363.32850004075,34359563552.614017,430.5384169851057,31330.689788388205,10.310511365353888
202.0,0.747559978218557,,,,,,,,171.85630398446665,104185477533931.92,0.29094073851675106,6.138613861386139,29094.073851675108,178597.28503008484,31896990220.117367,422.6077200313369,31930.46887103573,10.278289784711815
203.0,0.7549791942134061,,,,,,,,177.89473767209063,100649020494591.48,0.2810650874460596,6.108374384236453,28106.508744605966,171685.07804586896,29475766023.616116,414.3489809880905,32559.315989187162,10.243756456422153
204.0,0.7623533257206299,,,,,,,,184.2671602452985,97168323829395.22,0.2713451487147218,6.078431372549019,27134.514871472184,164935.28647365444,27203648724.146458,406.12225557540484,32172.271425857034,10.208561808006092
205.0,0.7695951389529739,,,,,,,,190.91934447278143,93782697333694.53,0.26189069597988424,6.048780487804878,26189.069597988426,158411.93317807635,25094340573.215324,398.0099661793362,31909.552251929534,10.173097411784374
206.0,0.7768451707117081,,,,,,,,198.0086554936242,90424992044929.86,0.252514213963793,6.019417475728155,25251.4213963793,151998.84724034142,23103649562.392647,389.870295406487,32291.850271549425,10.13663772604503
207.0,0.7842553463275281,,,,,,,,205.7438626696515,87025347271655.55,0.24302061481309647,5.990338164251208,24302.06148130965,145577.56636146843,21192827827.727745,381.5462833804943,32607.29155686579,10.098316460352184
208.0,0.7916457974800122,,,,,,,,214.00334060128648,83666596266818.22,0.23364121260684384,5.961538461538462,23364.121260684387,139286.10751561847,19400619746.85243,373.21054046693064,32170.055394181865,10.058956845211977
209.0,0.7988537973466372,,,,,,,,222.64045776110618,80420833113136.45,0.22457733200337798,5.9330143540669855,22457.7332003378,133242.05343741085,17753444804.21785,365.0233601256375,31864.190237892966,10.019390297123268
210.0,0.8060977239143386,,,,,,,,231.96442037149208,77188264774241.66,0.2155502982738679,5.904761904761905,21555.029827386792,127277.31898076012,16199515926.930159,356.759469363828,31318.728860730713,9.97836447096069
211.0,0.8130511842779121,,,,,,,,241.59116098867665,74112525576535.6,0.20696121412464874,5.876777251184834,20696.121412464876,121626.49550453293,14793004408.714169,348.74990394913794,30207.107856966963,9.937701590318742
212.0,0.8197787525732793,,,,,,,,251.60930688332292,71161640718406.17,0.19872078906519208,5.849056603773585,19872.07890651921,116232.91435888596,13510090380.360117,340.9294859041763,29865.844210790063,9.89707095546401
213.0,0.8265609153653806,,,,,,,,262.4924602750786,68211220539724.38,0.1904816616355478,5.821596244131455,19048.166163554783,110890.73259534239,12296754575.53173,333.00260148434637,29222.95644169906,9.854726111540808
214.0,0.8329827544790384,,,,,,,,273.60927969693915,65439780104207.21,0.18274233993591898,5.794392523364486,18274.2339935919,105888.08482268205,11212286507.41551,325.40449416485023,28061.462418467447,9.813247368204172
215.0,0.8392193245263605,,,,,,,,285.25267378864305,62768670526484.945,0.17528319484586957,5.767441860465116,17528.31948458696,101093.56353901315,10219908589.016489,317.95214032777506,27433.70192342403,9.771573108207944
216.0,0.8453348474207096,,,,,,,,297.5792623664998,60168611735405.28,0.1680224609819074,5.7407407407407405,16802.246098190742,96457.33871183574,9304018191.369804,310.57581797660254,26265.727377712552,9.72926785277567
217.0,0.851022419905177,,,,,,,,309.9491083939682,57767325709095.89,0.1613168053913106,5.714285714285714,16131.68053913106,92181.0316521775,8497342596.459749,303.61329294379965,24210.144784037257,9.688540352867044
218.0,0.8561872941112381,,,,,,,,322.0277437981051,55600585485776.34,0.15526612524213887,5.6880733944954125,15526.612524213888,88316.51160562027,7799806222.185659,297.1809408518996,22298.267284736095,9.650310767701919
219.0,0.8609863264854225,,,,,,,,334.0534285919519,53599004127298.44,0.14967665564982202,5.662100456621005,14967.665564982204,84748.42603003622,7182295714.5685215,291.1158292330326,20992.185944032855,9.613647524370679
220.0,0.8655339893595914,,,,,,,,346.23968589180987,51712532755222.67,0.14440863377984806,5.636363636363637,14440.863377984806,81393.95722136891,6624976272.154032,285.29626219312604,19429.90349092963,9.577817201378593
221.0,0.8696053299256976,,,,,,,,357.8692959640174,50032040467753.65,0.13971581402453517,5.610859728506787,13971.58140245352,78392.58343458083,6145397137.547716,279.98675581995093,17477.887594876112,9.544780645733683
222.0,0.8732534163827167,,,,,,,,368.92341709071815,48532921111471.234,0.13552948304093423,5.585585585585585,13552.948304093425,75701.15268953083,5730664518.523662,275.13842459665796,16223.24910622189,9.51435938965719
223.0,0.8767350189765776,,,,,,,,380.0822399197651,47108044568506.91,0.1315504771034683,5.560538116591928,13155.04771034683,73149.14421896891,5350797299.967513,270.4609846520731,15168.443189310667,9.484560820252067
224.0,0.8798871760697176,,,,,,,,390.74225704702474,45822868591567.305,0.12796158874104738,5.535714285714286,12796.158874104738,70835.87948165122,5017721821.939017,266.15010704798004,13700.418485131755,9.456900316911739
225.0,0.8826950943146349,,,,,,,,400.71987060798125,44681914751750.29,0.12477544456215477,5.511111111111111,12477.544456215477,68765.13389203197,4728643639.189084,262.23106965428786,12446.617682409444,9.431685864247894
226.0,0.8852705456702339,,,,,,,,410.30024507138256,43638606880976.125,0.12186197936903784,5.486725663716814,12186.197936903785,66862.3249635429,4470570499.530412,258.5775028179035,10884.238483489346,9.40805927365238
227.0,0.8873764843539218,,,,,,,,418.4592768948475,42787750413136.29,0.11948593987692675,5.462555066079295,11948.593987692677,65269.85261999524,4260153661.0358996,255.47965206645173,8748.518232525676,9.388368892503753
228.0,0.8890099751777024,,,,,,,,425.0008524241048,42129165143346.695,0.11764682285885257,5.43859649122807,11764.682285885257,63983.359800428596,4093870331.351102,252.94932259333805,7203.208698154951,9.372857295772192
229.0,0.890432954318378,,,,,,,,430.8581688519619,41556438736084.77,0.11604746901567843,5.414847161572053,11604.746901567843,62837.93082071671,3948605549.8291793,250.674950525011,6399.630149648903,9.359169509040965
230.0,0.8917058866486753,,,,,,,,436.22813878611925,41044878827995.41,0.11461892426090095,5.391304347826087,11461.892426090097,61794.55047109444,3818566467.924638,248.5850970414245,5697.95696335056,9.346783109802425
231.0,0.89281609215645,,,,,,,,441.0156432782656,40599310638377.586,0.11337466314874398,5.367965367965368,11337.466314874398,60859.12653871972,3703833283.055899,246.69642587341983,4927.558180156717,9.335868123294338
232.0,0.893751830089716,,,,,,,,445.12840967486164,40224193083781.5,0.11232713732318693,5.344827586206897,11232.713732318694,60036.91822446199,3604431549.890736,245.0243216998304,4624.481378545694,9.326585668790766
233.0,0.8947202073135023,,,,,,,,449.46152532432706,39836404428428.44,0.11124422710914017,5.3218884120171674,11124.422710914017,59202.93631559391,3504987668.3882685,243.31653522848362,4164.367825651105,9.316898214534252
234.0,0.8954556480178911,,,,,,,,452.805912844071,39542175996283.87,0.11042258632611558,5.299145299145299,11042.25863261156,58514.532924950145,3423950563.4250746,241.89777370813098,3820.1786666687403,9.309484885193445
235.0,0.8962689299079456,,,,,,,,456.5594376087895,39217086808268.68,0.1095147660551556,5.276595744680851,10951.476605515561,57786.5148546353,3339281299.0449862,240.3882585623418,3524.5397820834187,9.301229575972
236.0,0.8968758093780901,,,,,,,,459.39888856886813,38974693982425.93,0.10883787759208854,5.254237288135593,10883.787759208855,57186.0034805889,3270238994.081926,239.1359518779828,2105.8372940685367,9.29502959945656
237.0,0.8971128551606827,,,,,,,,460.5170594936037,38880060420621.43,0.10857361083426804,5.232067510548523,10857.361083426806,56806.4461748913,3226972327.0208225,238.34102914708433,1413.5738493333338,9.292598569800468
238.0,0.8974350213951726,,,,,,,,462.0450300790501,38751485098270.44,0.10821456080037399,5.2100840336134455,10821.4560800374,56380.695543052,3178782829.918324,237.4461950485878,1971.5131665575027,9.289286116362732
239.0,0.8978864533090254,,,,,,,,464.20228570694695,38571397964080.02,0.10771166265123741,5.188284518828452,10771.166265123742,55883.87518306878,3123007505.476811,236.39770553681097,2739.7839928303147,9.284628052600004
240.0,0.8985017861205997,,,,,,,,467.1736471947166,38326072554292.65,0.10702658486890239,5.166666666666667,10702.65848689024,55297.068848932904,3057765823.2836256,235.15328798239864,3175.1372788320004,9.278247446308452
241.0,0.8991147707817769,,,,,,,,470.16967269172613,38081850314445.664,0.10634458771819436,5.145228215767635,10634.458771819436,54716.717332183,2993919155.6100154,233.91604761576963,3995.0723433591193,9.271854835114082
242.0,0.9000332498096238,,,,,,,,474.7275372415816,37716226031199.62,0.10532357210733229,5.12396694214876,10532.35721073323,53967.45017069919,2912485677.9269,232.30895413371218,5344.0779040802445,9.262207436745678
243.0,0.9011501475460303,,,,,,,,480.38404677312263,37272118460450.09,0.10408338981251425,5.102880658436214,10408.338981251425,53112.51167387558,2820938896.30757,230.46151885700047,6401.630428943463,9.250362588959765
244.0,0.9024547799066893,,,,,,,,487.15520123300826,36754059183849.766,0.10263669539696611,5.081967213114754,10263.669539696612,52159.632086982776,2720627219.4494033,228.3848333120717,7399.1389749668015,9.236365709722667
245.0,0.903930475023781,,,,,,,,495.035635585719,36168974131838.76,0.10100282970707901,5.061224489795919,10100.282970707902,51119.79952521551,2613233903.498224,226.09688083920022,8092.571850588429,9.220318719338657
246.0,0.9054766146527874,,,,,,,,503.5559718496748,35556982934924.54,0.09929382788637917,5.040650406504065,9929.382788637917,50050.54738988219,2505057294.0268426,223.71979659807084,8405.091940126149,9.203253598877623
247.0,0.9070491709737616,,,,,,,,512.5123873456214,34935606513962.63,0.09755861757597217,5.020242914979757,9755.861757597218,48976.7958680994,2398726533.5054784,221.3070172138683,8924.506760583201,9.185623589247431
248.0,0.9087662559516809,,,,,,,,522.6442846765067,34258350512568.164,0.09566736203945624,5.0,9566.736203945624,47833.681019728116,2288061039.8970976,218.70912422605537,9504.027764372178,9.166047381758304
249.0,0.9105314780127416,,,,,,,,533.4653016381421,33563440851460.332,0.09372680818501627,4.979919678714859,9372.680818501629,46675.197650369555,2178574075.7010636,216.04443443507068,9823.66362807891,9.145554440875465
250.0,0.9123437804892655,,,,,,,,545.0279908187679,32851397358400.91,0.09173840764561016,4.96,9173.840764561017,45502.250192222644,2070454772.5556257,213.31256454372922,10020.473122980562,9.124111317753483
251.0,0.9141590181537855,,,,,,,,557.0984571497991,32139617096487.023,0.08975074218623337,4.940239043824701,8975.074218623338,44339.01207606749,1965947991.8816588,210.56830738757316,15241.109393917606,9.102206482806782
251.5,0.9157601045020853,,,,,,,,568.1763736525237,31512980701285.27,0.08800084325677753,4.930417495029821,8800.084325677753,43388.0897170593,1882526329.295587,208.29807900472653,17579.90224098839,9.082516582883768
252.0,0.9173151671026009,,,,,,,,579.3462678007228,30905405097037.7,0.08630417209695126,4.920634920634921,8630.417209695128,42467.13230167444,1803457325.9279208,206.07554998513152,16682.26472734753,9.063048127021927
252.5,0.9187484781050239,,,,,,,,590.0200357225848,30346310317937.664,0.08474288494079031,4.910891089108911,8474.288494079032,41616.30785211089,1731917079.2416666,204.00075453809205,15094.116257351008,9.04479197522336
253.0,0.9200127222788519,,,,,,,,599.7520830913273,29853887302150.06,0.08336778047069532,4.901185770750988,8336.778047069532,40860.0979382064,1669547603.5198193,202.1388085900538,12997.945903433894,9.028432095418529
253.5,0.921065632916936,,,,,,,,608.0950888054911,29444294860216.18,0.08222398259821054,4.891518737672584,8222.398259821055,40220.015156521134,1617649619.1907897,200.54928361009203,11310.63422139344,9.014617204599134
254.0,0.9220232086488954,,,,,,,,615.878199715444,29072194966652.32,0.08118488367196898,4.881889763779528,8118.488367196898,39633.56525718171,1570819494.9952812,199.08180543982846,11512.660064386902,9.00189925415023
254.5,0.923105471166944,,,,,,,,624.9079740657298,28652108535832.074,0.08001178105424661,4.87229862475442,8001.178105424662,38984.12907947576,1519762320.0852275,197.44398972740538,11148.705339956505,8.987344072997898
255.0,0.9239940112772272,,,,,,,,632.5135600856908,28307584576388.414,0.07904968866315873,4.862745098039215,7904.968866315874,38439.84860483013,1477621960.7622607,196.06082883847586,10092.185364868084,8.975246811155852
255.5,0.9248837254627089,,,,,,,,640.3093845993385,27962937180815.953,0.07808725157337269,4.853228962818004,7808.72515733727,37897.53109627481,1436222863.1931164,194.67288228275353,10132.739536281675,8.962996997414823
256.0,0.9257741440933099,,,,,,,,648.2983941019163,27618348681307.184,0.07712497895242311,4.84375,7712.497895242312,37357.411680079946,1395576207.4349735,193.28065521432802,11057.30998121266,8.950597395311474
256.5,0.9268201276877224,,,,,,,,657.9313623381792,27213980245913.598,0.07599576925822213,4.834307992202729,7599.5769258222135,36738.69546986177,1349731744.8272417,191.67340835353707,12269.895639100228,8.93584785706995
257.0,0.9279173009607927,,,,,,,,668.3360318541663,26790312424372.11,0.07481266551091802,4.824902723735408,7481.266551091802,36096.383359353444,1302948891.6254082,189.9904822862278,12234.697073222953,8.920157381646934
257.5,0.9289516612107394,,,,,,,,678.4391723674197,26391358027513.07,0.07369857466443828,4.815533980582524,7369.857466443829,35489.79906171009,1259525837.4405582,188.38736438973314,11235.77686457272,8.905153645300823
258.0,0.9298695532009871,,,,,,,,687.6541647312037,26037697459212.023,0.07271096804822587,4.8062015503875966,7271.096804822588,34946.35673635662,1221247849.1446977,186.93944671030943,9999.653799050895,8.891662426386567
258.5,0.9306841265737599,,,,,,,,696.0362086949452,25724137443093.133,0.0718353432988049,4.796905222437137,7183.53432988049,34458.73334256018,1187404303.573669,185.63063686406988,9206.1218568912,8.879546787430165
259.0,0.93145960324242,,,,,,,,704.2009797448551,25425882117240.89,0.07100245730716806,4.787644787644788,7100.245730716807,33993.45446366348,1155554946.3731627,184.3731392141043,9147.900559838105,8.867884672390609
259.5,0.9322591484526512,,,,,,,,712.8148039589039,25118629689501.375,0.07014444666735999,4.7784200385356455,7014.444666735999,33517.962954730785,1123453840.6347053,183.07911665378654,8700.488463884685,8.855726825715994
260.0,0.9329534965250897,,,,,,,,720.4619014187928,24852016550185.883,0.06939992232973859,4.769230769230769,6939.992232973859,33098.42449572148,1095505704.098976,181.92972405772917,7829.110559618915,8.845055934332192
260.5,0.9335991204767874,,,,,,,,727.7158126594645,24604290282499.133,0.0687081400873689,4.760076775431862,6870.814008736891,32705.602191300364,1069656414.6955912,180.8469026312045,7346.096239819191,8.83503786564082
261.0,0.9342068217995709,,,,,,,,734.6736571073462,24371271413672.125,0.06805742865052025,4.75095785440613,6805.742865052026,32333.797519787404,1045474462.0506101,179.81601018760094,7222.029135499324,8.825522073720055
261.5,0.9348272031344991,,,,,,,,741.9104724621764,24133546785526.8,0.06739357625464583,4.741873804971319,6739.357625464583,31957.183386524215,1021261569.9999393,178.76572206808612,7006.117262787593,8.815719891569705
262.0,0.9353946336779715,,,,,,,,748.6512601985229,23916250529105.24,0.06678677063435556,4.732824427480916,6678.677063435557,31609.00594908432,999129257.089248,177.78921775260815,6389.362404213403,8.806675202521436
262.5,0.9359070000946306,,,,,,,,754.840418172112,23720154176688.113,0.06623916631422277,4.723809523809524,6623.916631422278,31290.12046843286,979071638.9290409,176.89013671890487,5507.354937824188,8.798442110149885
263.0,0.9363225053074071,,,,,,,,759.9326437848968,23561208015307.105,0.06579530489830199,4.714828897338403,6579.530489830199,31021.360484370525,962324806.3012651,176.12881787024668,5248.3200640504365,8.791718667644387
263.5,0.9367877913086033,,,,,,,,765.7143835610884,23383302550186.164,0.06529849911851762,4.705882352941177,6529.849911851763,30728.705467537708,944253339.7106818,175.29605091826144,5795.284548123425,8.784139237603846
264.0,0.9372919391988721,,,,,,,,772.0758415152088,23190637674531.516,0.06476047728921856,4.696969696969697,6476.047728921857,30417.799938875392,925242553.1214478,174.40699509731652,6307.084451696952,8.775865684894187
264.5,0.9378394104639689,,,,,,,,779.1007916779022,22981533697684.297,0.0641765488292189,4.688090737240076,6417.654882921891,30086.54841142966,905200395.3133006,173.45474456304058,6762.1051881947205,8.766808046917935
265.0,0.9384158813864701,,,,,,,,786.6328067686673,22761485338233.168,0.06356205788745344,4.679245283018868,6356.205788745344,29742.24595488387,884601194.4408059,172.4594037879172,7259.34750200063,8.757186904216391
265.5,0.9390421330973913,,,,,,,,794.9766304093077,22522587976730.28,0.06289493060224502,4.670433145009416,6289.493060224502,29374.65685377922,862870465.2772784,171.39036394669105,7585.174583000073,8.746635751887668
266.0,0.9396688544383917,,,,,,,,803.5000681972911,22283670912448.332,0.062227748296497985,4.661654135338346,6222.774829649799,29008.42401791636,841488664.0032268,170.31859563158793,7050.106242937967,8.735971200345526
266.5,0.9402034108763041,,,,,,,,810.9111983899489,22080014597638.035,0.06165903257875114,4.652908067542214,6165.903257875115,28689.38101225194,823080582.8661621,169.37939961002323,5913.765480146452,8.726789918714696
267.0,0.940639932035135,,,,,,,,817.062132222847,21913793812873.465,0.06119485658204866,4.644194756554307,6119.485658204866,28420.08320664432,807701129.4725866,168.58257088632953,4587.909211246995,8.719233329197596
267.5,0.9409544667808339,,,,,,,,821.5505366091329,21794071453886.484,0.06086052868563626,4.635514018691588,6086.052868563626,28211.983390724847,795916006.8385346,167.96423247443144,3714.1783581083873,8.71375501733401
268.0,0.941245637430081,,,,,,,,825.7483564715537,21683277910895.895,0.06055113474721454,4.626865671641791,6055.113474721455,28016.196674084338,784907276.0809743,167.38039513062554,3941.038911587617,8.708658396475743
268.5,0.9415946899866181,,,,,,,,830.8358076140058,21550504845545.363,0.060180362403481374,4.618249534450651,6018.036240348138,27792.793065294936,772439346.3703063,166.71170644347364,3804.203440325102,8.702516279163905
269.0,0.9418620269093341,,,,,,,,834.7735489039345,21448848159297.293,0.059896483382410076,4.609665427509293,5989.648338241008,27610.274867728065,762327278.271496,166.1633980987632,3575.4971574990195,8.697787981246039
269.5,0.9421716305391988,,,,,,,,839.3793410772348,21331155321096.613,0.05956782297719106,4.601113172541744,5956.782297719106,27407.829495998856,751189117.6817449,165.55310174079753,3103.891930580954,8.692285731337094
270.0,0.9423617133138484,,,,,,,,842.2315986166485,21258916344680.938,0.05936609369931521,4.592592592592593,5936.6093699315215,27264.428217463283,743349046.0252081,165.11943621955376,2725.251513820258,8.688893436238004
270.5,0.9426082691055496,,,,,,,,845.9593918134054,21165237091885.785,0.05910449187498183,4.584103512014788,5910.449187498184,27094.110877995376,734090844.2691073,164.6028884254325,3201.2523132028873,8.68447711216476
271.0,0.9428730230628289,,,,,,,,849.9981488057155,21064670697219.09,0.05882365752237482,4.575645756457565,5882.365752237482,26915.62189215675,724450701.8415476,164.05981193502797,3935.114791795553,8.679714298792012
271.5,0.9432344034089509,,,,,,,,855.5717064228902,20927446482186.746,0.05844045522385017,4.567219152854512,5844.045522385018,26691.036639990503,712411436.9173155,163.3739166451931,4669.384957179194,8.673178562433854
272.0,0.9436138645131311,,,,,,,,861.5009935621584,20783413172635.375,0.05803823834637566,4.5588235294117645,5803.8238346375665,26458.608657906552,700057972.1122476,162.6610237823018,5046.675380998582,8.666272261137777
272.5,0.9440324223214238,,,,,,,,868.134414911986,20624606962106.76,0.05759476774696133,4.5504587155963305,5759.476774696133,26208.261286690664,686872959.6714486,161.88965775086024,5287.039124727366,8.658601911837575
273.0,0.9444473404966011,,,,,,,,874.8087841748171,20467251154465.086,0.057155347436484205,4.542124542124542,5715.534743648421,25960.670630490993,673956419.5848376,161.123153613908,6059.0580905986135,8.650943140294075
273.5,0.9449841276773906,,,,,,,,883.5928651409176,20263779625453.07,0.0565871477380319,4.53382084095064,5658.71477380319,25655.598974464192,658209758.7385281,160.1736525601642,6993.163738085539,8.64095207364631
274.0,0.9455427526568736,,,,,,,,892.9181335749822,20052153074943.316,0.05599617492346658,4.525547445255475,5599.617492346658,25341.334636897285,642183241.1792101,159.18961849598512,6438.341329237795,8.630453569452255
274.5,0.9459899579000116,,,,,,,,900.5224329951288,19882826281502.617,0.05552332531428504,4.517304189435337,5552.332531428505,25081.575005360093,629085404.7495042,158.37163573493865,5342.81591049931,8.621973394382351
275.0,0.9463747023425855,,,,,,,,907.1661156543762,19737213272039.664,0.05511669708246646,4.509090909090909,5511.669708246647,24852.619775366697,617652709.6989478,157.64713690824422,4123.859185617766,8.614622888591596
275.5,0.9466302985133157,,,,,,,,911.6326354172727,19640511322461.35,0.054846654296348205,4.500907441016334,5484.665429634821,24685.971443728413,609397186.1205747,157.11769933310637,3140.1250505071366,8.60971137351707
276.0,0.9468604172522368,,,,,,,,915.6906860328843,19553470807275.664,0.05460359132472862,4.492753623188406,5460.359132472862,24532.048276327354,601821392.6320559,156.62709943150756,3008.1922003921354,8.605269841754039
276.5,0.9470939408092338,,,,,,,,919.8448588920043,19465164070608.105,0.054356992395682154,4.4846292947558775,5435.6992395682155,24377.096047249866,594242811.696845,156.13166253918476,2755.157104167738,8.600743446214327
277.0,0.9472837887688438,,,,,,,,923.2491984547679,19393389268905.418,0.05415655933813368,4.4765342960288805,5415.655933813368,24243.369523207857,587740965.8388035,155.70282439059304,2494.8683523636428,8.597049284843964
277.5,0.947475867471331,,,,,,,,926.7185785790276,19320785739822.473,0.05395381203716329,4.468468468468468,5395.38120371633,24109.090784173866,581248258.4395373,155.27102364631293,2409.843664112326,8.593298533901555
278.0,0.947651509121038,,,,,,,,929.913347462542,19254408108772.152,0.05376845072332296,4.460431654676259,5376.845072332297,23983.049962921035,575186685.5239667,154.86461817639636,2249.915764072095,8.589857063363572
278.5,0.9478179929841963,,,,,,,,932.9613932754114,19191502699782.848,0.053592785682654645,4.452423698384201,5359.278568265465,23861.778903587707,569384492.4437033,154.47258301584688,1643.8099419798818,8.586584649533203
279.0,0.947900882693216,,,,,,,,934.4862296769113,19160187201505.008,0.0535053363143585,4.444444444444445,5350.53363143585,23780.149473048223,565495508.9605156,154.2081368574571,1549.6340239522397,8.584951579109548
279.5,0.9480517513562331,,,,,,,,937.2740903688115,19103196473501.95,0.05334618817887659,4.43649373881932,5334.618817887659,23667.00298454632,560127030.2705245,153.8408365309625,2326.870232800313,8.581972711865077
280.0,0.9482508745099119,,,,,,,,940.97851212615,19027991465375.613,0.05313617617794961,4.428571428571429,5313.617617794961,23531.73516452054,553742559.8531326,153.4005709393565,3020.5939025032567,8.578028166221277
280.5,0.9485045921603243,,,,,,,,945.7400893860321,18932190036970.92,0.05286864812134553,4.420677361853833,5286.864812134553,23371.523590184835,546228114.9265662,152.87747901566416,3169.208668072766,8.57298068604558
281.0,0.9487247312600575,,,,,,,,949.9096611647351,18849088318444.97,0.05263658434497057,4.412811387900356,5263.658434497058,23227.531881766376,539518237.3184735,152.4058131495199,3180.4814670722117,8.568581583836268
281.5,0.9489783315029502,,,,,,,,954.757596606602,18753379037229.875,0.05236931361186328,4.404973357015986,5236.931361186329,23068.54311854724,532157681.6122733,151.88332073847755,3187.0873525438947,8.563490987679625
282.0,0.9491981183801239,,,,,,,,958.9982826680503,18670451680084.895,0.05213773674431814,4.397163120567376,5213.7736744318145,22925.81332019663,525592916.3925052,151.41272509335744,3088.560455429775,8.559059186269355
282.5,0.9494353989777563,,,,,,,,963.6178760999837,18580945353882.613,0.05188778792934313,4.389380530973451,5188.778792934313,22775.524613233796,518724521.40801847,150.91562083904302,3525.154162938008,8.554253648459886
283.0,0.9497179988780539,,,,,,,,969.1766594563004,18474372987771.637,0.051590181740498745,4.381625441696113,5159.018174049875,22604.885285589557,510980838.77466327,150.34921112393494,4581.509758702305,8.548501564023844
283.5,0.9501087311041403,,,,,,,,976.966125482286,18327074635263.668,0.05117884714305437,4.37389770723104,5117.884714305438,22385.104217773343,501092890.8405739,149.61652387946106,5425.962802119495,8.540496490929774
284.0,0.9505133174175702,,,,,,,,985.1613773378481,18174617387277.016,0.05075310619171092,4.366197183098592,5075.310619171092,22159.806928775193,491057043.1205931,148.86170403691875,5133.530353603535,8.532143007784992
284.5,0.9508590825635511,,,,,,,,992.2720742917135,18044376700431.496,0.05038940558282882,4.3585237258347975,5038.940558282882,21962.341976347183,482344465.0860215,148.1969701996204,4981.682090317598,8.524951132278987
285.0,0.9512388958902908,,,,,,,,1000.1991786349078,17901365528289.316,0.049990043051466024,4.350877192982456,4999.004305146603,21750.053818883465,473064841.1243272,147.4789945005168,4711.0646507542115,8.516994032614761
285.5,0.9515434509968018,,,,,,,,1006.6453187173448,17786732590831.965,0.049669927501087854,4.343257443082312,4966.992750108786,21572.928231645867,465391232.48774326,146.87725566487777,4810.725496696308,8.510569855494605
286.0,0.9519350050755273,,,,,,,,1015.0528583008228,17639407594803.195,0.04925851850089753,4.335664335664336,4925.8518500897535,21356.84018920033,456114622.8670424,146.13979673312923,5100.948204568296,8.502252503134786
286.5,0.9522797135538295,,,,,,,,1022.5686925556391,17509758736197.566,0.04889647058823819,4.328097731239093,4889.64705882382,21162.87034185528,447867081.1061778,145.47463813962653,3795.909620349121,8.494875403754449
287.0,0.9524815370804649,,,,,,,,1027.0197430451035,17433872346747.96,0.04868455581170279,4.320557491289199,4868.455581170279,21034.44223223396,442447760.02118754,145.03255576674488,2374.7331898736884,8.490532036657415
287.5,0.9526204301764566,,,,,,,,1030.104938528619,17381657371154.113,0.048538744092829,4.3130434782608695,4853.874409282901,20934.971365254947,438273026.0640446,144.6892233901853,1238.9764233302558,8.487532512297697
