Wavelength_nm,Transmittance,Simulated_Transmittance,Interference_Free_T,n,k,e1,e2,tan_delta,Skin_Depth_nm,Sigma_S_per_cm,Optical_Density,Energy_eV,Alpha_cm-1,Alpha_E,(AlphaE)^2,(AlphaE)^0.5,dAlpha_dE,ln_Alpha
200.0,0.005374317518839553,,,5.564471886269534,0.6975254058790862,30.476805681237245,7.7627210219458425,0.2547091418671681,22.81708189414456,2460239475936386.0,9.346333646192027,6.2,438268.1381603952,2717262.4565944504,7383515258017.707,1648.4121015675814,157931.9188067438,12.990586189629019
201.0,0.005389683149941481,,,5.512677888415961,0.6931822183077188,29.90911591365225,7.642580575016174,0.2555267964808718,23.07484433138606,2432756849643972.0,9.241928446082493,6.169154228855722,433372.37107156334,2673540.995665366,7147821455503.355,1635.0966319044774,159515.14671208244,12.97935261679428
202.0,0.005380549732852922,,,5.460883890562389,0.6887611121831101,29.3468609965481,7.522488923933161,0.2563302741234354,23.33849714791667,2405274223351558.0,9.137523245972961,6.138613861386139,428476.6039827315,2630252.420488055,6918227795483.271,1621.80529672586,161106.2710159514,12.96799141572242
203.0,0.005380549732852922,,,5.409089892708817,0.68426208750526,28.790038863007627,7.402470282977076,0.25711914868106733,23.608244587572884,2377791597059144.0,9.033118045863427,6.108374384236453,423580.8368938997,2587390.333736136,6694588739111.193,1608.5367057472254,162705.2917183526,12.956499653003132
204.0,0.005395700460023355,,,5.357295894855245,0.6796851442741684,28.238647409685857,7.282548866428194,0.25789297768930997,23.88430044724503,2350308970766729.5,8.928712845753894,6.078431372549019,418685.0698050679,2544948.463521001,6476762681977.903,1595.2894607315002,164312.20881928504,12.944874292916879
205.0,0.005416653593344168,,,5.305501897001672,0.6750302824898354,27.692684496810028,7.162748888566792,0.2586513015509933,24.166888642014243,2322826344474316.0,8.824307645644362,6.048780487804878,413789.3027162361,2502920.6603323547,6264611831918.551,1582.0621543834347,165927.02231874783,12.933112192621188
206.0,0.005407949984118599,,,5.253707899148099,0.6702975021522609,27.15214794817958,7.043094563673146,0.2593936427088235,24.45624381088845,2295343718181902.0,8.719902445534828,6.019417475728155,408893.5356274042,2461300.89406787,6058002091139.296,1568.8533692056342,167549.73221673816,12.921210097050473
207.0,0.005410851187193789,,,5.201913901294527,0.6654868032614453,26.61703555116611,6.923610106027536,0.26011950476950074,24.752611966581277,2267861091889488.0,8.615497245425296,5.990338164251208,403997.7685385724,2420083.2511489363,5856802942491.605,1555.6616763129882,169180.33851326164,12.909164633508658
208.0,0.0054335235519665645,,,5.150119903440955,0.660598185817388,26.08734505671345,6.804319729910233,0.26082837157601413,25.056251193115884,2240378465597073.8,8.511092045315763,5.961538461538462,399102.0014497406,2379261.9317196077,5660887339730.119,1542.48563420202,170818.84120831266,12.896972305932145
209.0,0.005429225473336654,,,5.098325905587383,0.6556316498200894,25.563074179337594,6.685247649601514,0.26151970622449583,25.367432395411257,2212895839304660.0,8.40668684520623,5.9330143540669855,394206.2343609088,2338831.246925966,5470131601597.269,1529.323787471432,172465.24030189682,12.884629488798703
210.0,0.005433093744103574,,,5.04653190773381,0.6505871952695492,25.044220597126746,6.566418079381654,0.26219295002172205,25.68644010542699,2185413213012246.0,8.302281645096699,5.904761904761905,389310.467272077,2298785.6162732164,5284415309584.632,1516.1746654898361,174119.53579401225,12.872132420655728
211.0,0.0054394334100826905,,,4.994737909880238,0.6454648221657676,24.530781951741318,6.447855233530931,0.2628475213790299,26.01357334990868,2157930586719832.0,8.197876444987164,5.876777251184834,384414.7001832451,2259119.5650579333,5103621209227.546,1503.036781006351,175781.72768465336,12.859477197238968
212.0,0.005446095431959051,,,4.942943912026665,0.6402645305087448,24.022755848413894,6.329583326329622,0.263482814638071,26.349146585296417,2130447960427418.0,8.093471244877632,5.849056603773585,379518.9330944133,2219827.7218729835,4927635114795.8,1489.908628699419,177451.81597382575,12.846659764150225
213.0,0.005459741831609016,,,4.891149914173093,0.6349863202984805,23.520139855949253,6.211626572058002,0.2640981988234396,26.693490705940512,2102965334135004.0,7.9890660447681,5.821596244131455,374623.1660055815,2180904.816182728,4756345817249.019,1476.7886836588125,179129.8006615322,12.833675909059652
214.0,0.005473710587156224,,,4.83935591631952,0.6296301915349746,23.022931506724372,6.094009184996343,0.26469301631679615,27.04695413241924,2075482707842589.8,7.884660844658566,5.794392523364486,369727.3989167497,2142345.6759662135,4589644995331.132,1463.6753997953963,180815.68174776528,12.82052125339515
215.0,0.0054710242880125284,,,4.787561918465948,0.6241961442182276,22.531128296688447,5.97675537942493,0.265266581446649,27.409903987483066,2048000081550176.0,7.780255644549034,5.767441860465116,364831.6318279179,2104145.225426131,4427427129683.583,1450.5672081727655,182509.4592325315,12.807191243477813
216.0,0.005496920211757738,,,4.735767920612376,0.6186841783482387,22.04472768536283,5.85988936962403,0.2658181789874535,27.782727367968462,2020517455257761.8,7.675850444439501,5.7407407407407405,359935.864739086,2066298.4827614196,4269589419862.1445,1437.46251525437,184211.13311583083,12.793681141058533
217.0,0.005510244255510459,,,4.6839739227588035,0.6130942939250087,21.56372709584109,5.743435369873923,0.26634706256113777,28.16583272194478,1993034828965348.0,7.571445244329968,5.714285714285714,355040.0976502542,2028800.5580014526,4116031704147.0054,1424.3597010591996,185920.70339765213,12.779986013206532
218.0,0.00553119738883127,,,4.6321799249052305,0.6074264909485374,21.088123914788973,5.627417594454887,0.26685245293355514,28.55965134139391,1965552202672934.2,7.467040044220435,5.6880733944954125,350144.3305614224,1991646.6508998338,3966656382040.5244,1411.2571172184869,187638.17007800844,12.76610072149584
219.0,0.005554407013432785,,,4.580385927051658,0.6016807694188244,20.61791549244445,5.511860257647195,0.2673335361976973,28.964638981890808,1938069576380520.0,7.362634844110903,5.662100456621005,345248.5634725906,1954832.048885901,3821368339351.4497,1398.153084925217,189363.53315689974,12.752019910430414
220.0,0.0055746079829933634,,,4.528591929198086,0.5958571293358702,20.15309914261766,5.396787573731124,0.26778946183476987,29.381277622072705,1910586950088106.2,7.2582296440013705,5.636363636363637,340352.7963837588,1918352.125072095,3680074875768.623,1385.0458927674906,191096.79263431206,12.737737995042606
221.0,0.0055943791446909485,,,4.476797931344514,0.5899555706996746,19.69367214269094,5.2822237569869515,0.2682193406434138,29.81007737717788,1883104323795692.2,7.153824443891837,5.610859728506787,335457.02929492696,1882202.3363154272,3542685634831.2524,1371.9337944359513,192837.94851026032,12.723249147593148
222.0,0.005628011609969994,,,4.425003933490942,0.5839760935102374,19.23963173361883,5.1681930216949485,0.268622242526468,30.251578582626834,1855621697503277.8,7.049419243782304,5.585585585585585,330561.2622060951,1846378.221331342,3409112536206.69,1358.8150062945808,194587.00078474265,12.708547283293388
223.0,0.0056678762892624105,,,4.373209935637369,0.5779186977675588,18.790975119928046,5.054719582135395,0.26899719412367845,30.70635406553977,1828139071210864.0,6.945014043672771,5.560538116591928,325665.4951172633,1810875.398858325,3279269710190.298,1345.6877048031333,196343.94945774693,12.693626044962203
224.0,0.005697640483774538,,,4.321415937783796,0.5717833834716388,18.347699469717533,4.941827652588568,0.2693431762776587,31.175011624269136,1800656444918450.2,6.840608843563238,5.535714285714286,320769.7280284315,1775689.565871674,3153073434345.5347,1332.5500237783474,198108.79452928528,12.678478786520785
225.0,0.005746531128189765,,,4.269621939930224,0.5655701506224775,17.9098019146584,4.829541447334743,0.26965912131920383,31.65819673851548,1773173818626036.0,6.736203643453706,5.511111111111111,315873.96093959967,1740816.4958449048,3030442072205.7334,1319.4000514798022,199881.53599935398,12.663098555218047
226.0,0.005779626333640073,,,4.217827942076652,0.5592789992200747,17.47727954999396,4.717885180654195,0.26994391015670577,32.15659553543744,1745691192333622.2,6.631798443344174,5.486725663716814,310978.19385076786,1706252.0370573103,2911296013962.221,1306.2358275048616,201662.17386795487,12.64747807246764
227.0,0.005824971063185624,,,4.166033944223079,0.5529099292644304,17.050129434539706,4.606883066827197,0.27019636915293294,32.67093804041803,1718208566041208.0,6.5273932432346395,5.462555066079295,306082.426761936,1671992.1109462583,2795557619066.525,1293.055339475561,203450.70813508704,12.631609713164394
228.0,0.005886326135627591,,,4.114239946369507,0.5464629407555448,16.628348590683366,4.496559320134031,0.2704152667707694,33.20200174487673,1690725939748794.2,6.422988043125107,5.43859649122807,301186.6596731042,1638032.7105028473,2683151160677.3047,1279.8565194985129,205247.13880074583,12.615485483333075
229.0,0.0059660554942124215,,,4.0624459485159345,0.5399380336934176,16.21193400438482,4.3869381548549695,0.27059930996766834,33.75061552779843,1663243313456380.2,6.318582843015575,5.414847161572053,296290.89258427237,1604369.898709597,2574002771885.443,1266.6372403768953,207051.46586493403,12.599096995945395
230.0,0.006030849029558316,,,4.010651950662362,0.5333352080780492,15.800882625176156,4.27804378527029,0.2707471403165063,34.31766397257894,1635760687163966.2,6.214177642906042,5.391304347826087,291395.12549544056,1570999.807018897,2468040393653.4116,1253.3953115513466,208863.68932765536,12.582435444722206
231.0,0.006125084403519095,,,3.95885795280879,0.5266544639094394,15.395191366161667,4.169900425660268,0.27085732982823085,34.90409212647412,1608278060871552.0,6.109772442796509,5.367965367965368,286499.35840660875,1537918.6338709735,2365193724407.5615,1240.1284747440377,210683.80918890797,12.565491575715955
232.0,0.006218137805856648,,,3.907063954955217,0.5198958011875879,14.994857104017818,4.062532290305177,0.27092837644911894,35.510910756516076,1580795434579138.0,6.005367242686975,5.344827586206897,281603.5913177769,1505122.643250187,2265394171224.4297,1226.834399277338,212511.82544868626,12.548255656443853
233.0,0.006328168618782344,,,3.855269957101645,0.5130592199124951,14.5998766789933,3.955963593485297,0.27095869920258636,36.139202163384105,1553312808286724.0,5.900962042577443,5.3218884120171674,276707.8242289451,1472608.163278506,2168574802554.4946,1213.5106770352315,214347.73810699861,12.530717442313957
234.0,0.006425197743852566,,,3.8034759592480727,0.506144720084161,14.210246894908973,3.850218549480903,0.2709466329422612,36.790126623578054,1525830181994310.2,5.79655684246791,5.299145299145299,271812.05714011326,1440371.5848450447,2074670302429.0256,1200.1548170319713,216191.54716383945,12.512866140054191
235.0,0.006564777847358895,,,3.7516819613945005,0.4991523017025855,13.825964519157898,3.745321372572271,0.27089042267940805,37.464929540563986,1498347555701896.0,5.692151642358378,5.276595744680851,266916.29005128145,1408409.3602705915,1983616926097.8167,1186.7642395482733,218043.25261921622,12.494690367817403
236.0,0.0066875954442085755,,,3.699887963540928,0.4920819647677685,13.447026282705327,3.6412962770396753,0.27078821744371767,38.16494939762069,1470864929409482.2,5.587746442248845,5.254237288135593,262020.52296244964,1376718.0020060914,1895352457047.6443,1173.336269790588,219902.85447312053,12.476178111593196
237.0,0.006850922432145158,,,3.6480939656873552,0.48493370927970997,13.073428880088716,3.5381674771633924,0.2706380636318816,38.89162661924008,1443382303117068.0,5.4833412421393115,5.232067510548523,257124.75587361777,1345294.0813640761,1809816165353.2134,1159.8681310235556,221770.3527255524,12.457316677508498
238.0,0.007035202553402553,,,3.596299967833783,0.4777075352384101,12.705168969417711,3.4359591872237,0.2704378977931947,39.64651346452682,1415899676824654.0,5.378936042029779,5.2100840336134455,252228.98878478596,1314134.2272820782,1726948767314.265,1146.3569371195335,223645.74737651367,12.438092639542598
239.0,0.007268910578903912,,,3.544505969980211,0.47040344264386885,12.342243172374152,3.334695621500874,0.27018553879557,40.431285095590454,1388417050532240.2,5.274530841920246,5.188284518828452,247333.22169595415,1283235.1251170842,1646692386334.2588,1132.7996844619458,225529.03842600994,12.41849178211724
240.0,0.007496708746289146,,,3.492711972126638,0.46302143149608616,11.984648074212066,3.2344009942751883,0.2698786793087245,41.24775198702412,1360934424239826.5,5.1701256418107135,5.166666666666667,242437.45460712234,1252593.5154701322,1568990514997.8245,1119.1932431310208,227420.22587403655,12.398499036946925
241.0,0.007769636739288434,,,3.4409179742730656,0.45556150179506205,11.632380223757686,3.135099519826921,0.2695148765337742,42.0978738699497,1333451797947412.2,5.065720441701181,5.145228215767635,237541.68751829054,1222206.1930401672,1493787978305.7385,1105.5343472910135,229319.30972058605,12.378098413446681
242.0,0.008082214507648646,,,3.3891239764194934,0.44802365354079643,11.285436133409435,3.0368154124363467,0.26909154209993186,42.983775436681825,1305969171654998.0,4.961315241591647,5.12396694214876,232645.92042945867,1192070.0055063171,1421030898027.831,1091.8195846871026,231226.28996567242,12.357272921892138
243.0,0.00846151994673821,,,3.337329978565921,0.4404078867332895,10.94381227913793,2.9395728863837434,0.268605931039274,43.90776407093714,1278486545362584.0,4.856910041482115,5.102880658436214,227750.15334062686,1162181.8524377667,1350666658135.679,1078.0453851474745,233141.16660928912,12.336004488406838
244.0,0.008892832137249685,,,3.2855359807123485,0.4327142013725412,10.607505100485978,2.8433961559493857,0.26805512973944373,44.87234991507578,1251003919070170.0,4.752504841372582,5.081967213114754,222854.38625179505,1132538.6842304338,1282643871278.402,1064.2080079713899,235063.9396514371,12.314273860710934
245.0,0.009398393636092857,,,3.233741982858776,0.4249425974585514,10.276511000568588,2.748309435413549,0.2674360427614727,45.88026864183427,1223521292777756.2,4.648099641263049,5.061224489795919,217958.61916296324,1103137.5010696915,1216912346266.2837,1050.3035280668591,236994.60909211542,12.292060503399682
246.0,0.009970145545836643,,,3.1819479850052037,0.41709307499132015,9.95082634607296,2.654336939056511,0.26674537839536877,46.93450736555746,1196038666485342.0,4.543694441153516,5.040650406504065,213062.8520741314,1073975.351918386,1153423056528.2212,1036.327820681461,238933.17493131943,12.269342481324216
247.0,0.010625924892795173,,,3.1301539871516315,0.4091656339708475,9.630447467258492,2.5615028811585465,0.2659796328094331,48.03833420978242,1168556040192928.0,4.439289241043983,5.020242914979757,208167.08498529956,1045049.3335294392,1092128109510.325,1022.2765445462588,240879.63716905378,12.246096329414708
248.0,0.011406348520021096,,,3.0783599892980593,0.4011602743971335,9.315370657956764,2.469831475999933,0.2651350726300732,49.195332147614174,1141073413900514.2,4.33488404093445,5.0,203271.31789646775,1016356.5894823387,1032980716984.1713,1008.1451232249942,242833.99580532033,12.222296907009472
249.0,0.0122974476719672,,,3.0265659914444867,0.393076996270178,9.005592175571564,2.379346937860944,0.26420771576673263,50.40943785303948,1113590787608100.2,4.230478840824918,4.979919678714859,198375.55080763594,987894.3092428456,975935166234.3992,993.9287244278866,244796.25084012095,12.197917234422894
250.0,0.013354022851164844,,,2.974771993590914,0.3849157995899811,8.701108241078867,2.290073481021858,0.26319331027096704,51.684986450747765,1086108161315686.2,4.1260736407153855,4.96,193479.78371880413,959659.7272452685,920946792096.4631,979.6222370104042,246766.4022734519,12.172928309088476
251.0,0.014560815878477844,,,2.922977995737342,0.3766766843565428,8.40191503902685,2.2020353197629494,0.2620873109890184,53.02676323636362,1058625535023272.1,4.021668440605852,4.940239043824701,188584.0166299723,931650.1219966759,867971949816.421,965.2202453309171,248744.45010531228,12.147298898135148
252.0,0.01598004144207415,,,2.8711839978837697,0.368359650569863,8.108008717535874,2.1152566683644953,0.2608848537327745,54.440063667547285,1031142908730858.0,3.917263240496319,4.920634920634921,183688.24954114045,903862.8152024372,816967988705.6752,950.7170005855776,250730.39433569834,12.12099530367634
253.0,0.017623734162117505,,,2.819390000030197,0.3599646982299418,7.819385388298501,2.029761741106771,0.2595807266538233,55.93076321129673,1003660282438444.1,3.812858040386786,4.901185770750988,178792.48245230864,876295.1709125009,767893226564.5692,936.1063886719826,252724.23496461567,12.093981096387482
254.0,0.019466213018794205,,,2.767596002176625,0.35149182733677925,7.536041126579488,1.9455747522700535,0.2581693384583887,57.5053989898436,976177656146030.4,3.708452840277254,4.881889763779528,173896.71536347683,848944.5946878397,720706924849.7004,921.3818940525366,254725.9719920624,12.066216812087378
255.0,0.021625030462632287,,,2.715802004323052,0.34294103789037533,7.257971971215779,1.8627199161346182,0.256644683045935,59.171265617686984,948695029853616.1,3.604047640167721,4.862745098039215,169000.94827464502,821808.532786509,675369264560.7147,906.5365589905953,256735.605418046,12.037659604982043
256.0,0.024132636987287567,,,2.66400800646948,0.33431232989072984,6.985173924616525,1.7812214469807408,0.25500030008959684,60.936528193324925,921212403561202.1,3.499642440058188,4.84375,164105.18118581318,794884.4713687826,631841322823.2289,891.5629374131602,258753.13524255902,12.008262849924137
257.0,0.027096592010473555,,,2.6122140086159074,0.325605703337843,6.717642952763056,1.7011035590886976,0.2532292310003895,62.810356138290715,893729777268788.0,3.3952372399486546,4.824902723735408,159209.41409698135,768169.9357208438,590085050145.3654,876.4530425076085,260778.5614655963,11.977975684419095
258.0,0.030412344769517683,,,2.560420010762335,0.31682115823171475,6.455374985208912,1.6223904667387652,0.25132396962701437,64.80308251331708,866247150976374.1,3.290832039839122,4.8062015503875966,154313.64700814954,741662.4894965326,550063248326.1943,861.1982869795623,262811.8840871714,11.946742479081536
259.0,0.03420367992896136,,,2.5086260129087625,0.3079586945723451,6.198365915079812,1.545106384211219,0.24927640693610068,66.92639465504244,838764524683960.1,3.1864268397295894,4.787644787644788,149417.87991931773,715359.7339766563,511739548995.1525,845.789414675223,264853.10310727265,11.91450222269481
260.0,0.038546136220725245,,,2.4568320150551903,0.29901831235973403,5.946611599073684,1.4692755257863355,0.24707776879029728,69.19356356026488,811281898391546.4,3.082021639620057,4.769230769230769,144522.11283048592,689259.3073453944,475078392762.25287,830.216421992118,266902.2185259033,11.881187804795493
261.0,0.04346969274325298,,,2.405038017201618,0.29000001159388145,5.700107857460639,1.39492210574439,0.24471854578929786,71.6197215280751,783799272099132.2,2.977616439510524,4.75095785440613,139626.34574165408,663358.8839833374,440045008959.61896,814.4684671510232,268959.23034306895,11.8467251745822
262.0,0.04920977675349788,,,2.3532440193480455,0.2809037922747875,5.458850474082987,1.322070338365659,0.2421884139560591,74.22220033484973,756316645806718.2,2.8732112394009905,4.732824427480916,134730.57865282224,637656.173776716,406605395955.5614,798.533764957197,271024.1385587598,11.811032349647686
263.0,0.055650017772555134,,,2.3014500214944733,0.2717296544024521,5.222835196355236,1.2507444379304185,0.23947614483016905,77.02094591997306,728834019514304.2,2.768806039291458,4.714828897338403,129834.81156399043,612148.9214423883,374726302023.0793,782.3994641117722,273096.94317298103,11.774018241161995
264.0,0.0629354759541842,,,2.2496560236409007,0.26247759797687537,4.992057735264078,1.1809686187189448,0.23656950326373077,80.039030568929,701351393221890.2,2.6644008391819254,4.696969696969697,124939.04447515862,586834.9058681693,344375206745.3031,766.0515034044181,275177.6441857312,11.735581253148608
265.0,0.07115436936226399,,,2.1978620257873285,0.25314762299805715,4.766513765368413,1.1127670950115136,0.23345513089106965,83.30329042764892,673868766929476.1,2.559995639072392,4.679245283018868,120043.27738632678,561711.9394680951,315520302941.0089,749.4744421713759,277266.24159702007,11.695607601633505
266.0,0.0804378968469725,,,2.146068027933756,0.24373972946599756,4.546198924799322,1.0461640810884012,0.2301184128478428,86.8451256493867,646386140637062.2,2.45559043896286,4.661654135338346,115147.51029749497,536777.8675522322,288130479093.92175,732.6512591623878,279362.7354068323,11.653969283629893
267.0,0.09050023617942071,,,2.0942740300801836,0.23425391738069648,4.331108815260092,0.9811837912298832,0.2265433248294656,90.7015137263992,618903514344648.2,2.351185238853327,4.644194756554307,110251.74320866315,512030.5677106453,262175302270.08575,715.5631123182953,281467.1256151716,11.610521604600539
268.0,0.10196009577838418,,,2.042480032226611,0.22469018674215402,4.1212390020261935,0.9178504397162359,0.22271225697968658,94.91630535154506,591420888052234.2,2.2467800387437937,4.626865671641791,105355.97611983132,487467.9492111598,237625001508.13385,698.1890497645747,283579.41222205246,11.565100143962624
269.0,0.11471872728734074,,,1.9906860343730388,0.21504853755037018,3.9165850139453027,0.8561882408277359,0.21860581035707158,99.54189919029783,563938261759820.2,2.1423748386342614,4.609665427509293,100460.20903099951,463087.9524105553,214450451667.80075,680.5056593523343,285699.5952274618,11.517516998040469
270.0,0.128208032163382,,,1.9388920365194664,0.20532896980534485,3.7171423434372795,0.7962214088446582,0.21420256080023126,104.64143144425681,536455635467406.25,2.0379696385247286,4.592592592592593,95564.44194216769,438888.5481788442,192623157722.53366,662.4866400002676,287827.6746313982,11.467556083638708
271.0,0.1432730126651483,,,1.887098038665894,0.1955314835070781,3.522906446494185,0.7379741580472794,0.20947878384926327,110.29167478377548,508973009174992.3,1.9335644384151955,4.575645756457565,90668.67485333586,414867.73733629694,172115239482.53867,644.1022724197586,289963.6504338593,11.414967205482412
272.0,0.15974443194658694,0.1619480562064465,0.16056006919894322,1.8353040408123216,0.18565607865556996,3.3338727426802723,0.6814707027158755,0.20440813291138557,116.58693007651964,481490382882578.25,1.8291592383056627,4.5588235294117645,85772.90776450404,391023.55010288605,152899416735.06424,625.3187587965725,292107.5226348541,11.3594584752928
273.0,0.17714316169242864,0.18059610907216694,0.18016709383750992,1.7835100429587492,0.1757027552508204,3.1500366151319894,0.6267352571307225,0.19896126098983952,123.64433159304299,454007756590164.25,1.7247540381961297,4.542124542124542,80877.14067567221,367354.0455598298,134948994789.17351,606.0973895009199,294259.291234388,11.300686500394757
274.0,0.19579789746589582,0.19924416193788738,0.19977411847607662,1.7317160451051767,0.1656715132928294,2.9713934105579782,0.5737920355720965,0.1931053739010067,131.61120321904727,426525130297750.2,1.620348838086597,4.525547445255475,75981.37358684039,343857.31112292735,118237850412.68965,586.3934780699111,293744.49453657586,11.238243504846704
275.0,0.2152429424474377,0.21789460239808753,0.21934242924410016,1.6837293370637252,0.1557542839491491,2.8106850835205393,0.5244961145170721,0.1866079261506774,140.50210447039944,399534838380120.25,1.5178139930287686,4.509090909090909,71173.31115924152,320926.9303180345,102994094603.35657,566.5041308922949,257638.9290173701,11.172873183859688
276.0,0.23490031251329715,0.2365765932139122,0.2383991638656599,1.6860532443967435,0.14830598786726734,2.8207808769034988,0.5001035840141403,0.17729260294241567,148.095046346602,379050393557851.94,1.4399945540113286,4.492753623188406,67524.20318364988,303369.6085062531,92033119365.23727,550.7899858441991,224175.88569084182,11.120241378275011
277.0,0.2552390354939631,0.2552585840297369,0.25745589848721967,1.688377151729762,0.14079961442816646,2.830792875059984,0.4754457039457528,0.16795495993993653,156.55553964228673,358565948735583.7,1.3621751149938885,4.4765342960288805,63875.095208058236,285939.0543609827,81761142808.853,534.7326943071488,222196.8455705687,11.06468481804201
278.0,0.27540648004122714,0.27379335886276956,0.27637160151170415,1.6893464843176298,0.13349118362011705,2.836071647972036,0.4510257234720878,0.15903185089794733,165.7228326982906,338731149399589.25,1.2868236485156452,4.460431654676259,60341.71536402387,269150.09730715683,72441774880.452,518.7967784278896,198039.90989696397,11.007778940615635
279.0,0.29491234283538226,0.29142906465803703,0.2944260044254786,1.6820432354261847,0.12769569225080749,2.8129632560235747,0.4295793506870692,0.1527141706355078,173.86737304898398,322863827854767.5,1.226544442901781,4.444444444444445,57515.10375199999,255622.68334222218,65342956239.077995,505.5914193716327,177442.82347029494,10.959802866240507
280.0,0.3144129404832158,0.30906477045330444,0.3124804073392532,1.6747399865347397,0.12185521396047247,2.7899053293290277,0.408151598774699,0.1462958597445419,182.85382552520983,306996506309945.9,1.166265237287917,4.428571428571429,54688.49213997611,242191.89376275134,58656913404.38783,492.129956172911,174632.7580186783,10.909408584923542
281.0,0.33307584260607975,0.3266040090305275,0.330223006316407,1.6627546004984568,0.11625659902998638,2.7512372646607637,0.38661238975082857,0.14052310017124126,192.34408791404257,291849290562725.44,1.1087216796102675,4.412811387900356,51990.160490240494,229422.7722701004,52634808436.09835,478.9809727641594,156450.71087577078,10.858809758317419
282.0,0.3503220980125255,0.34378264395934643,0.3468000524828595,1.6332669398969468,0.11169112840699759,2.6550859887955087,0.3648428550138678,0.13741282072963637,200.9187953960298,279393898868443.34,1.061404234456087,4.397163120567376,49771.35155667772,218852.75152581692,47896526850.42096,467.8170064521136,142299.01648514555,10.815194827535272
283.0,0.3664150714706005,0.3609612788881654,0.363377098649312,1.6037792792954366,0.10709034434305352,2.5606396348458764,0.343498550540005,0.13414560403274609,210.29369721103146,266938507174161.28,1.0140867893019068,4.381625441696113,47552.54262311494,208357.43057477925,43412818875.72395,456.46186102978993,138632.78569138236,10.769590539164641
284.0,0.38171666120094333,0.37753516957929023,0.3793470350815906,1.5692670222533815,0.10277926775207791,2.4520354092523418,0.3225762309093726,0.13155447497985967,219.888722826518,255290425448221.4,0.9698362766125634,4.366197183098592,45477.54824102342,198563.94302418677,39427639469.312485,445.60514250195405,122942.14334149635,10.724974037902637
285.0,0.39512774104592024,0.3925648026634463,0.39376667344267546,1.5219240993006504,0.09926805312817767,2.306398817660237,0.30215688469286184,0.13100808167526243,228.46805871482718,245703867391440.84,0.9334173950387851,4.350877192982456,43769.79458858166,190437.00101698688,36266251356.343864,436.3908809965979,111866.12755905907,10.686699237201154
